Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-08-04,Qatar Airways,ICN,AUH,0215,0224,9,1726,1758,32,0,
2025-04-03,Singapore Airlines,FRA,LAX,0127,0139,12,2135,2146,11,0,
2024-12-14,British Airways,DEL,KWI,1031,1025,-6,0513,0516,3,0,
2024-09-15,Delta,BKK,DXB,1729,1825,56,1721,1843,82,0,
2024-09-25,FlyDubai,DEL,DXB,1024,1024,0,0901,0926,25,0,
2025-08-06,American Airlines,KWI,FRA,0944,1034,50,1449,1607,78,0,
2024-11-23,American Airlines,ORD,DOH,0006,0021,15,0827,0833,6,0,
2024-11-17,Etihad,LAX,BKK,0414,0534,80,1422,1544,82,0,
2025-03-09,Qatar Airways,PEK,DEL,0524,0640,76,1322,1446,84,0,
2025-05-10,FlyDubai,BOM,BKK,0030,0028,-2,0642,0639,-3,0,
2024-09-25,Singapore Airlines,FRA,ICN,0222,0210,-12,1611,1625,14,0,
2025-06-03,Delta,FRA,LHR,1135,1237,62,0442,0550,68,0,
2024-10-07,FlyDubai,PEK,SIN,0545,0744,119,2054,2247,113,0,
2025-02-06,Air India,SIN,ORD,1203,1359,116,1001,1218,137,0,
2025-03-11,Air India,CDG,DXB,1057,1110,13,0354,0412,18,0,
2025-04-11,FlyDubai,SFO,DFW,1908,1912,4,0404,0427,23,0,
2025-05-05,Air India,DOH,AUH,1755,1846,51,1344,1443,59,0,
2025-05-06,Qatar Airways,SFO,AUH,0622,0614,-8,1050,1106,16,0,
2024-10-07,Lufthansa,FRA,BOM,2036,2155,79,2055,2229,94,0,
2024-12-01,Etihad,FRA,DOH,1007,1014,7,1603,1636,33,0,
2025-06-24,Singapore Airlines,HND,PEK,1503,1549,46,2043,2138,55,0,
2024-11-03,American Airlines,DFW,DEL,0643,0829,106,1814,2023,129,1,Security
2025-03-26,Air India,DFW,ICN,0710,0851,101,1713,1858,105,0,
2025-03-05,British Airways,HND,JFK,0106,0205,59,1700,1821,81,0,
2025-01-17,American Airlines,HND,SFO,1632,1646,14,0417,0437,20,0,
2025-03-07,British Airways,DXB,KWI,0435,0457,22,2255,2314,19,0,
2025-06-12,Etihad,DEL,DXB,1903,2000,57,0649,0757,68,0,
2024-12-26,Delta,PEK,LAX,1605,1620,15,0115,0137,22,0,
2024-12-14,Etihad,DFW,ICN,0932,0941,9,0942,0948,6,0,
2025-04-28,Qatar Airways,HND,JFK,0055,0147,52,1142,1247,65,0,
2024-11-15,Emirates,DEL,CDG,0543,0701,78,0220,0356,96,0,
2025-01-19,Air India,HND,DFW,2130,2256,86,0305,0451,106,0,
2025-02-07,British Airways,LAX,DEL,0400,0541,101,1918,2108,110,0,
2025-03-09,Emirates,ORD,LAX,0938,1100,82,1436,1557,81,0,
2025-05-16,Qatar Airways,DFW,SFO,0619,0748,89,2006,2151,105,0,
2024-09-14,Etihad,AUH,SYD,1533,1730,117,0848,1113,145,0,
2025-03-06,Singapore Airlines,DOH,LAX,1945,1940,-5,0432,0422,-10,0,
2025-08-27,British Airways,PEK,DEL,1512,1709,117,0533,0731,118,0,
2024-10-03,Qatar Airways,CDG,SFO,0115,0224,69,1101,1218,77,0,
2024-11-09,Qatar Airways,DFW,LAX,1338,1433,55,1305,1359,54,0,
2025-02-03,Air India,ICN,BKK,2250,2349,59,1113,1237,84,0,
2025-02-02,Lufthansa,JFK,ICN,0122,0208,46,1054,1146,52,0,
2025-08-02,Qatar Airways,BKK,DFW,0430,0434,4,2217,2246,29,0,
2025-05-09,British Airways,AUH,PEK,1330,1334,4,0254,0301,7,0,
2025-08-21,Etihad,BKK,SFO,0311,0426,75,0734,0904,90,0,
2024-11-20,Etihad,JFK,AUH,0107,0222,75,0131,0257,86,0,
2025-06-26,Etihad,DXB,LAX,0725,0854,89,2254,0026,92,0,
2024-11-13,Lufthansa,CDG,LAX,0658,0748,50,2019,2100,41,0,
2025-04-13,Air India,FRA,DXB,0458,0442,-16,1418,1426,8,0,
2025-08-07,Lufthansa,ICN,LHR,2257,2313,16,0156,0205,9,0,
2025-01-13,Delta,LHR,DXB,0256,0347,51,1409,1452,43,0,
2025-05-21,Delta,JFK,PEK,1622,1603,-19,1938,1940,2,0,
2025-02-25,British Airways,DOH,FRA,2108,2231,83,1228,1408,100,0,
2025-08-15,Etihad,ORD,PEK,1103,1130,27,0219,0238,19,0,
2024-12-10,Qatar Airways,AUH,DEL,0208,0311,63,1909,2006,57,0,
2024-11-01,American Airlines,AUH,DFW,0025,0032,7,1823,1848,25,0,
2025-05-17,Air India,LHR,DFW,0037,0207,90,1550,1723,93,0,
2024-10-30,Singapore Airlines,LHR,SYD,1656,1718,22,2256,2345,49,0,
2025-03-25,British Airways,DFW,ICN,0120,0108,-12,1317,1326,9,0,
2024-10-16,Lufthansa,PEK,DOH,2120,2116,-4,1023,1041,18,0,
2025-07-13,FlyDubai,ICN,JFK,0311,0453,102,0229,0438,129,0,
2025-02-03,FlyDubai,BKK,AUH,1258,1406,68,0058,0211,73,0,
2024-11-01,Delta,HND,DFW,0547,0719,92,1311,1439,88,0,
2025-08-26,Emirates,DFW,FRA,0445,0535,50,1518,1619,61,0,
2025-08-15,Qatar Airways,SIN,CDG,0340,0447,67,0038,0145,67,0,
2025-06-25,Emirates,SYD,LAX,2107,2303,116,1620,1813,113,0,
2025-07-29,Qatar Airways,SYD,JFK,0826,0905,39,0546,0649,63,0,
2025-07-15,Emirates,DXB,SYD,1828,2027,119,1829,2044,135,0,
2025-01-22,American Airlines,BKK,DXB,1124,1111,-13,1029,1027,-2,0,
2024-10-12,Etihad,DXB,KWI,1648,1804,76,1045,1204,79,0,
2025-06-02,Singapore Airlines,BKK,LAX,0325,0343,18,1917,2000,43,0,
2025-04-25,American Airlines,HND,AUH,1533,1721,108,1607,1759,112,0,
2025-02-02,FlyDubai,BKK,CDG,0649,0759,70,1912,2046,94,0,
2024-12-23,Singapore Airlines,HND,KWI,0517,0705,108,2129,2331,122,0,
2024-11-17,British Airways,BOM,LAX,0541,0704,83,1039,1211,92,0,
2024-09-21,Air India,SIN,BOM,2111,2209,58,2221,2329,68,0,
2025-06-30,Etihad,SFO,FRA,1032,1046,14,1855,1935,40,0,
2025-03-03,Etihad,LHR,SIN,1117,1218,61,2001,2119,78,0,
2025-03-27,British Airways,SIN,CDG,1840,1912,32,0403,0454,51,0,
2025-07-25,Qatar Airways,CDG,BKK,1741,1836,55,1441,1536,55,0,
2024-09-03,Air India,AUH,SFO,1252,1233,-19,1416,1404,-12,0,
2024-11-20,Air India,AUH,DEL,1241,1322,41,1410,1457,47,0,
2025-02-12,Lufthansa,PEK,LAX,0740,0836,56,2105,2157,52,0,
2025-05-13,FlyDubai,FRA,DFW,0058,0111,13,1309,1342,33,0,
2025-03-22,Singapore Airlines,SIN,LAX,0053,0154,61,0120,0229,69,0,
2025-05-12,American Airlines,LHR,DEL,0402,0505,63,2119,2229,70,0,
2025-02-04,Qatar Airways,CDG,BOM,0545,0551,6,0323,0346,23,0,
2024-12-09,Qatar Airways,FRA,SYD,1956,1958,2,0552,0559,7,0,
2024-09-22,American Airlines,DXB,ICN,1245,1426,101,1520,1703,103,0,
2025-02-16,Air India,DFW,KWI,1126,1111,-15,0917,0904,-13,0,
2024-12-01,FlyDubai,FRA,BKK,0651,0844,113,0230,0442,132,0,
2025-03-14,American Airlines,JFK,BOM,2155,2154,-1,1058,1119,21,0,
2025-06-24,Lufthansa,CDG,SYD,2227,2231,4,0014,0029,15,0,
2025-06-09,British Airways,AUH,SIN,0354,0422,28,0646,0721,35,0,
2025-08-26,Air India,SFO,DFW,0558,0555,-3,0755,0752,-3,0,
2024-09-10,Singapore Airlines,AUH,ICN,0729,0928,119,0158,0407,129,0,
2024-11-15,Lufthansa,JFK,BOM,1249,1439,110,0624,0804,100,0,
2025-02-13,Etihad,BOM,SIN,1314,1431,77,0506,0623,77,0,
2024-09-12,Delta,LAX,PEK,2017,2026,9,2054,2102,8,0,
2025-05-16,Lufthansa,CDG,LAX,1813,1941,88,2111,2307,116,0,
2024-11-03,American Airlines,FRA,HND,2243,2322,39,0500,0545,45,0,
2025-06-18,Etihad,DFW,HND,0613,0721,68,0558,0702,64,0,
2025-05-21,Air India,CDG,DOH,0823,0955,92,1704,1828,84,1,
2024-11-15,Lufthansa,DFW,BOM,1526,1515,-11,1332,1345,13,0,
2024-11-01,Etihad,JFK,DOH,1628,1719,51,1716,1825,69,0,
2024-10-05,Qatar Airways,DOH,HND,1310,1340,30,0118,0138,20,0,
2024-11-24,Delta,DFW,CDG,0717,0801,44,1020,1100,40,0,
2025-06-11,Etihad,KWI,JFK,1027,1131,64,0604,0701,57,0,
2025-08-01,Air India,DEL,ORD,1913,1956,43,0358,0506,68,0,
2024-10-15,British Airways,AUH,BKK,0911,0952,41,1621,1718,57,0,
2024-09-03,Etihad,SFO,DXB,1209,1302,53,1916,2028,72,0,
2025-07-02,Delta,AUH,DOH,1923,2048,85,0937,1111,94,0,
2024-12-21,FlyDubai,PEK,FRA,0541,0623,42,1656,1754,58,0,
2025-02-14,Lufthansa,SIN,LHR,0418,0525,67,2003,2113,70,0,
2024-11-07,Lufthansa,DOH,PEK,1338,1406,28,1912,1958,46,0,
2025-01-09,Singapore Airlines,SFO,KWI,0540,0656,76,1647,1822,95,0,
2025-03-18,British Airways,SIN,DEL,2140,2139,-1,1521,1549,28,0,
2025-08-02,American Airlines,LHR,DFW,1827,1819,-8,0650,0652,2,0,
2024-11-29,American Airlines,KWI,FRA,0700,0806,66,1826,1950,84,0,
2025-08-09,FlyDubai,CDG,KWI,0022,0150,88,0502,0641,99,0,
2025-06-12,British Airways,BKK,DEL,2153,2238,45,0347,0427,40,0,
2025-07-22,FlyDubai,LAX,BOM,0057,0041,-16,0242,0222,-20,0,
2024-09-16,FlyDubai,LHR,FRA,1033,1202,89,1017,1137,80,0,
2024-08-29,Singapore Airlines,JFK,HND,0744,0933,109,1354,1609,135,0,
2024-09-09,American Airlines,LHR,ORD,1020,1205,105,0928,1142,134,0,
2024-09-02,Air India,SFO,ORD,0628,0753,85,0251,0406,75,0,
2025-07-31,Lufthansa,SIN,ICN,1734,1748,14,0615,0629,14,0,
2024-09-26,FlyDubai,LAX,HND,0307,0356,49,0036,0125,49,0,
2025-06-05,Lufthansa,SIN,DEL,0449,0537,48,0933,1032,59,0,
2024-12-18,Air India,DFW,ICN,0029,0105,36,0352,0444,52,0,
2024-10-08,British Airways,LAX,AUH,1838,1934,56,1409,1504,55,0,
2025-06-06,British Airways,AUH,PEK,0353,0506,73,2243,2355,72,0,
2025-04-04,Qatar Airways,ICN,PEK,0231,0223,-8,0439,0440,1,0,
2024-09-25,Air India,AUH,DOH,1408,1408,0,0854,0912,18,0,
2025-02-14,Air India,SYD,SFO,1027,1142,75,1049,1206,77,0,
2025-03-07,British Airways,PEK,BOM,0824,0825,1,1358,1426,28,0,
2024-10-26,Delta,DFW,SYD,1321,1352,31,0935,1023,48,0,
2025-04-12,Air India,DXB,KWI,2248,0016,88,1740,1905,85,0,
2025-06-29,Singapore Airlines,SIN,BKK,0856,0922,26,0901,0920,19,0,
2025-06-10,Air India,KWI,LHR,0018,0042,24,1226,1306,40,0,
2025-07-08,Lufthansa,SIN,LAX,1547,1612,25,2115,2143,28,0,
2024-11-06,FlyDubai,DEL,DFW,1824,1940,76,1005,1150,105,0,
2024-09-20,Etihad,DXB,LHR,1212,1245,33,1717,1746,29,0,
2024-12-08,American Airlines,PEK,SYD,1010,1158,108,0004,0157,113,0,
2025-06-17,Qatar Airways,LAX,DFW,0834,0904,30,0928,1019,51,0,
2024-09-18,Etihad,SIN,PEK,0246,0340,54,1520,1639,79,0,
2025-06-16,Delta,PEK,ICN,0416,0406,-10,0902,0919,17,0,
2025-08-04,Etihad,BKK,CDG,0052,0223,91,0541,0709,88,0,
2025-02-19,Delta,BKK,DEL,2046,2140,54,1619,1741,82,0,
2025-08-16,British Airways,SYD,DXB,1838,1930,52,0618,0724,66,0,
2025-05-17,Qatar Airways,HND,ICN,0132,0150,18,0136,0145,9,0,
2024-10-11,Qatar Airways,CDG,PEK,0829,0843,14,0746,0752,6,0,
2025-04-19,Singapore Airlines,ICN,KWI,1208,1406,118,2221,0018,117,0,
2025-06-07,Lufthansa,AUH,BKK,1351,1337,-14,1718,1659,-19,0,
2025-03-16,American Airlines,DFW,ORD,1542,1527,-15,0253,0258,5,0,
2025-03-04,Lufthansa,SFO,DFW,0754,0825,31,0920,1017,57,0,
2025-06-20,FlyDubai,ORD,LAX,0840,1001,81,1008,1136,88,0,
2025-01-18,Qatar Airways,DOH,BKK,0402,0555,113,0829,1026,117,0,
2024-12-07,British Airways,BOM,DOH,1229,1234,5,2027,2101,34,0,
2025-06-24,British Airways,JFK,DXB,1302,1408,66,1558,1711,73,0,
2024-12-03,Air India,ORD,DFW,0632,0638,6,0216,0233,17,0,
2025-07-16,Delta,DOH,PEK,1654,1834,100,0238,0441,123,0,
2025-02-12,Delta,FRA,SYD,1816,1758,-18,2146,2138,-8,0,
2025-01-06,Emirates,JFK,ICN,1009,1152,103,0233,0426,113,0,
2024-11-18,Delta,JFK,BKK,1249,1438,109,0907,1125,138,0,
2025-06-20,Emirates,SFO,SIN,0945,1038,53,0745,0843,58,0,
2025-06-23,Air India,KWI,ORD,1241,1414,93,1219,1356,97,0,
2025-02-26,FlyDubai,KWI,AUH,1730,1753,23,1245,1326,41,0,
2024-11-28,Etihad,BOM,SYD,2053,2121,28,1519,1552,33,0,
2025-05-11,Air India,SFO,DEL,0305,0305,0,1034,1026,-8,0,
2025-05-04,Air India,SYD,BKK,0726,0839,73,0547,0712,85,0,
2024-12-22,FlyDubai,BOM,SIN,0917,1051,94,1430,1623,113,0,
2025-01-02,British Airways,LAX,ORD,1557,1619,22,0811,0855,44,0,
2024-10-23,British Airways,JFK,ICN,0633,0728,55,1947,2059,72,0,
2024-10-27,Delta,FRA,DOH,0625,0655,30,1715,1808,53,0,
2025-07-05,Lufthansa,ICN,DOH,0758,0919,81,0046,0236,110,0,
2025-03-13,Emirates,CDG,LHR,0930,1059,89,0054,0247,113,0,
2024-09-17,FlyDubai,BOM,SIN,0307,0435,88,0555,0735,100,0,
2024-11-09,Emirates,BKK,SYD,1946,2120,94,2024,2200,96,0,
2025-08-18,Etihad,SYD,BOM,0921,1059,98,1146,1337,111,0,
2024-09-26,British Airways,DEL,FRA,1240,1323,43,0204,0253,49,0,
2025-04-12,Emirates,AUH,SYD,1643,1812,89,0610,0801,111,0,
2024-12-15,FlyDubai,DFW,DEL,0555,0751,116,1251,1507,136,0,
2024-11-11,British Airways,DEL,JFK,1648,1832,104,0009,0206,117,0,
2024-10-11,Etihad,ORD,DXB,1655,1739,44,2132,2222,50,0,
2024-09-25,Lufthansa,SYD,KWI,0204,0248,44,2102,2157,55,0,
2025-02-26,Air India,LHR,SFO,1507,1507,0,2247,2245,-2,0,
2025-03-04,Etihad,ICN,BKK,0346,0426,40,2120,2151,31,0,
2025-01-21,British Airways,KWI,SYD,0129,0324,115,1834,2034,120,0,
2025-03-15,Etihad,FRA,CDG,2237,2334,57,1118,1232,74,0,
2025-02-27,British Airways,AUH,PEK,0656,0812,76,0227,0333,66,0,
2024-10-16,Air India,SIN,SYD,2045,2103,18,2253,2327,34,0,
2025-03-05,Air India,FRA,KWI,0648,0829,101,0049,0227,98,0,
2024-08-30,Emirates,JFK,DOH,0128,0236,68,2114,2217,63,0,
2025-05-11,Delta,DXB,ICN,1812,2001,109,0407,0608,121,0,
2025-08-08,Emirates,ICN,BKK,1024,1036,12,0025,0034,9,0,
2025-05-23,Etihad,FRA,DOH,1712,1750,38,1234,1337,63,0,
2025-08-19,American Airlines,DXB,CDG,0246,0348,62,2138,2247,69,0,
2025-04-10,Qatar Airways,CDG,PEK,1252,1329,37,1015,1101,46,0,
2025-04-23,Qatar Airways,FRA,SIN,1902,2044,102,0810,1020,130,0,
2025-05-28,Singapore Airlines,BKK,DEL,2252,2233,-19,1544,1546,2,0,
2025-01-31,Emirates,SIN,FRA,0017,0210,113,1537,1723,106,0,
2025-05-27,Air India,DXB,SIN,1217,1312,55,1241,1349,68,0,
2024-10-08,Etihad,DFW,SIN,0336,0444,68,1705,1832,87,0,
2025-07-01,American Airlines,DXB,LAX,1728,1758,30,1811,1844,33,0,
2024-10-30,Qatar Airways,SYD,DEL,0352,0458,66,1349,1450,61,0,
2025-07-03,FlyDubai,LAX,AUH,1405,1353,-12,2245,2225,-20,0,
2025-03-11,Delta,HND,LAX,1234,1422,108,0005,0203,118,0,
2024-10-23,Singapore Airlines,JFK,LAX,1018,1106,48,0535,0623,48,0,
2025-03-17,American Airlines,ORD,LHR,1846,2035,109,1044,1242,118,0,
2025-03-01,Singapore Airlines,BKK,ICN,0331,0517,106,0908,1115,127,0,
2024-09-22,Delta,SYD,JFK,0316,0350,34,0106,0200,54,0,
2025-06-20,Emirates,SFO,SYD,1917,2102,105,1419,1616,117,0,
2025-07-02,FlyDubai,SFO,LAX,2212,2240,28,0514,0532,18,0,
2025-01-16,Delta,SFO,CDG,0256,0244,-12,1244,1245,1,0,
2024-10-30,FlyDubai,LAX,HND,1645,1843,118,1914,2130,136,0,
2025-04-16,American Airlines,ICN,DXB,1045,1205,80,0443,0607,84,0,
2025-06-17,American Airlines,DFW,JFK,0119,0252,93,0202,0328,86,0,
2024-09-06,British Airways,DEL,DFW,0903,1004,61,1238,1407,89,0,
2025-07-13,Delta,BOM,BKK,1046,1129,43,1250,1343,53,0,
2025-07-04,British Airways,DOH,SFO,2101,2201,60,1129,1247,78,0,
2024-10-13,Etihad,LAX,DOH,1502,1516,14,0604,0622,18,0,
2024-10-16,Lufthansa,CDG,JFK,1534,1557,23,1417,1503,46,0,
2025-02-17,Qatar Airways,DXB,CDG,0637,0807,90,1212,1357,105,0,
2024-10-11,FlyDubai,BKK,SYD,1444,1452,8,1913,1916,3,0,
2024-11-20,Delta,DXB,ICN,0622,0639,17,1031,1051,20,0,
2024-09-10,Etihad,PEK,FRA,2112,2203,51,2011,2127,76,0,
2025-07-22,Lufthansa,DOH,PEK,0043,0241,118,1742,1942,120,0,
2025-01-30,British Airways,FRA,LAX,2104,2223,79,0845,1026,101,0,
2024-12-20,Delta,ORD,LHR,1946,2059,73,2019,2146,87,0,
2024-11-27,British Airways,LAX,FRA,0754,0740,-14,1807,1810,3,0,
2025-08-19,Lufthansa,ICN,DFW,0943,1027,44,0012,0121,69,0,
2024-10-26,Etihad,SIN,DFW,0848,1039,111,0552,0738,106,0,
2024-10-03,Delta,DEL,HND,2223,2217,-6,0907,0911,4,0,
2024-12-15,British Airways,ICN,PEK,0655,0828,93,0947,1143,116,0,
2025-08-06,Emirates,FRA,PEK,1030,1028,-2,2143,2148,5,0,
2025-05-22,American Airlines,CDG,JFK,0147,0233,46,0025,0133,68,0,
2025-02-12,American Airlines,DXB,LHR,1708,1723,15,1516,1539,23,0,
2024-12-17,Singapore Airlines,SYD,LAX,0654,0851,117,0612,0824,132,0,
2025-04-15,Lufthansa,DXB,DEL,0529,0707,98,2244,0035,111,0,
2024-11-01,British Airways,LHR,BOM,1041,1101,20,1331,1418,47,0,
2024-12-08,Delta,DFW,ORD,2027,2155,88,2054,2229,95,0,
2025-01-01,American Airlines,BKK,DFW,1121,1223,62,1418,1520,62,0,
2025-03-09,Etihad,SFO,FRA,0118,0134,16,1146,1156,10,0,
2025-06-03,Lufthansa,ORD,ICN,0155,0224,29,0301,0347,46,0,
2024-09-01,FlyDubai,ORD,BOM,0734,0821,47,0409,0523,74,0,
2025-01-19,Singapore Airlines,FRA,DOH,0443,0634,111,0607,0806,119,0,
2024-11-29,Lufthansa,LAX,PEK,0025,0055,30,2218,2249,31,0,
2025-06-21,Air India,HND,ORD,0122,0229,67,0015,0127,72,0,
2025-04-21,Air India,LHR,SIN,1734,1856,82,1453,1639,106,0,
2025-01-09,Air India,SIN,ORD,0917,0905,-12,1302,1256,-6,0,
2025-04-04,FlyDubai,DXB,CDG,1858,1919,21,1320,1404,44,0,
2025-02-12,British Airways,DOH,LAX,0216,0414,118,0608,0801,113,0,
2024-09-11,FlyDubai,BOM,HND,1354,1350,-4,2109,2109,0,0,
2025-08-03,Delta,ICN,DOH,2056,2147,51,1350,1446,56,0,
2025-02-07,British Airways,LHR,ORD,1440,1529,49,0307,0410,63,0,
2025-02-12,Delta,SFO,KWI,0305,0348,43,1529,1617,48,0,
2025-04-22,British Airways,BKK,SIN,0040,0219,99,1331,1510,99,0,
2024-08-27,Delta,DXB,SFO,0624,0801,97,2038,2206,88,0,
2024-11-04,British Airways,JFK,DOH,1842,2005,83,0145,0312,87,0,
2025-02-06,Emirates,SFO,KWI,2102,2236,94,2144,2340,116,0,
2024-11-15,Lufthansa,JFK,PEK,0004,0033,29,2207,2235,28,0,
2025-07-13,FlyDubai,ORD,BKK,0452,0612,80,0438,0617,99,0,
2025-05-19,Etihad,ORD,BKK,1118,1148,30,0009,0054,45,0,
2025-08-14,Singapore Airlines,ORD,DEL,2030,2030,0,2108,2130,22,0,
2024-12-24,Etihad,KWI,PEK,1609,1623,14,1747,1752,5,0,
2025-04-26,Lufthansa,DXB,ORD,0851,1015,84,1723,1907,104,0,
2025-04-20,Delta,PEK,BOM,0446,0442,-4,0432,0435,3,0,
2025-05-02,Air India,ICN,JFK,0136,0322,106,2117,2318,121,0,
2025-03-24,Emirates,LHR,LAX,0335,0453,78,0211,0333,82,0,
2025-03-18,FlyDubai,BOM,KWI,0232,0256,24,0635,0714,39,0,
2025-02-21,Air India,HND,ORD,0406,0425,19,0905,0925,20,0,
2025-03-07,Lufthansa,SYD,DOH,1531,1602,31,0044,0106,22,0,
2025-01-22,Qatar Airways,FRA,DXB,1212,1254,42,1249,1334,45,0,
2025-01-08,Qatar Airways,DEL,ORD,1736,1921,105,0222,0402,100,0,
2024-11-30,British Airways,SFO,KWI,1508,1511,3,2042,2102,20,0,
2025-05-04,FlyDubai,BOM,AUH,0309,0318,9,2016,2027,11,0,
2025-01-03,Etihad,LHR,DOH,1416,1517,61,1516,1634,78,0,
2024-12-25,Emirates,BOM,CDG,0129,0109,-20,2242,2241,-1,0,
2025-05-08,FlyDubai,ICN,BKK,0756,0846,50,0548,0654,66,0,
2025-08-16,American Airlines,HND,KWI,0500,0507,7,1430,1505,35,0,
2025-03-28,Emirates,DXB,PEK,0943,1116,93,1750,1915,85,0,
2024-10-28,Etihad,KWI,ICN,1217,1312,55,0130,0226,56,0,
2025-02-01,Singapore Airlines,SFO,CDG,0541,0734,113,0954,1208,134,0,
2025-03-10,Qatar Airways,LHR,BOM,0644,0754,70,1036,1143,67,0,
2024-10-21,Singapore Airlines,BOM,BKK,0552,0656,64,1358,1520,82,0,
2024-10-14,American Airlines,CDG,PEK,0113,0114,1,1211,1212,1,0,
2025-05-09,Delta,HND,BOM,0941,1033,52,0354,0439,45,0,
2024-12-18,Air India,ICN,BOM,0132,0254,82,0045,0200,75,0,
2025-08-25,British Airways,DXB,JFK,2031,2115,44,1934,2016,42,0,
2024-08-31,Etihad,KWI,BKK,1216,1245,29,0434,0512,38,0,
2024-09-07,Emirates,JFK,LHR,1635,1630,-5,1522,1534,12,0,
2024-10-08,Lufthansa,BOM,DFW,0854,1052,118,0252,0512,140,0,
2024-12-06,British Airways,DOH,CDG,1014,1028,14,1635,1703,28,0,
2025-06-28,FlyDubai,SIN,LAX,0049,0224,95,0251,0450,119,0,
2025-05-11,FlyDubai,ORD,PEK,1201,1258,57,1756,1918,82,0,
2025-05-23,Etihad,SYD,SIN,0516,0544,28,0321,0412,51,0,
2024-08-30,Delta,SFO,JFK,0810,0952,102,2034,2227,113,0,
2025-02-28,Delta,HND,DOH,1232,1240,8,0554,0607,13,0,
2025-01-26,Delta,DOH,CDG,1625,1718,53,0314,0357,43,0,
2024-11-30,Qatar Airways,PEK,BOM,0103,0140,37,0508,0556,48,0,
2024-10-14,Delta,AUH,SYD,0903,1033,90,1710,1832,82,0,
2024-12-31,Emirates,SIN,BOM,1631,1646,15,2110,2121,11,0,
2024-11-07,Emirates,DFW,PEK,2040,2236,116,1335,1547,132,0,
2025-05-26,Emirates,LHR,ICN,1336,1524,108,2050,2253,123,0,
2024-09-05,Singapore Airlines,BOM,DEL,2218,2225,7,0609,0607,-2,0,
2025-01-13,British Airways,CDG,BKK,1722,1743,21,0551,0611,20,0,
2025-04-02,Emirates,SYD,PEK,1703,1652,-11,0849,0859,10,0,
2025-04-01,FlyDubai,SYD,DEL,2127,2249,82,1111,1223,72,0,
2024-11-20,Air India,SYD,ICN,1210,1208,-2,2110,2135,25,0,
2025-04-17,Air India,DEL,PEK,2219,0017,118,0552,0803,131,0,
2025-07-04,Qatar Airways,SFO,JFK,0123,0143,20,0249,0321,32,0,
2025-07-26,American Airlines,AUH,KWI,0819,0849,30,0638,0714,36,0,
2025-05-23,Air India,SIN,SYD,1402,1445,43,0648,0744,56,0,
2024-12-26,Lufthansa,DFW,DOH,1944,1933,-11,1255,1304,9,0,
2025-08-22,Qatar Airways,SYD,BOM,2003,2154,111,0729,0941,132,0,
2024-11-06,Delta,HND,LHR,0258,0342,44,0044,0144,60,0,
2024-11-17,Singapore Airlines,AUH,DFW,0708,0743,35,0642,0745,63,0,
2025-04-01,Singapore Airlines,ORD,SYD,0450,0433,-17,1615,1622,7,0,
2024-12-08,Qatar Airways,KWI,SFO,1503,1516,13,0342,0423,41,0,
2025-03-28,Lufthansa,ORD,SYD,1500,1616,76,2046,2220,94,0,
2025-03-14,British Airways,BOM,SIN,0912,1057,105,2030,2242,132,0,
2024-10-08,Etihad,KWI,SIN,0747,0937,110,0703,0910,127,0,
2024-09-04,FlyDubai,LHR,FRA,1433,1517,44,2009,2050,41,0,
2025-07-17,FlyDubai,ICN,ORD,2109,2154,45,1139,1232,53,0,
2025-07-29,Singapore Airlines,BKK,DOH,0641,0749,68,0448,0611,83,0,
2025-02-13,Lufthansa,BKK,LAX,0537,0652,75,2241,2348,67,0,
2025-01-07,American Airlines,FRA,SYD,1614,1733,79,0449,0622,93,0,
2025-08-11,American Airlines,DXB,LHR,1649,1801,72,1252,1432,100,0,
2024-11-27,Lufthansa,AUH,DOH,0017,0119,62,1614,1710,56,0,
2025-06-09,Singapore Airlines,FRA,DXB,0145,0209,24,1118,1155,37,0,
2025-08-22,British Airways,BKK,FRA,0845,0852,7,0223,0240,17,0,
2025-08-21,British Airways,SYD,CDG,0711,0838,87,1755,1944,109,0,
2024-10-16,Etihad,BOM,DEL,1039,1033,-6,1036,1058,22,0,
2024-12-21,FlyDubai,ICN,SIN,2010,2040,30,2251,2312,21,0,
2024-12-04,British Airways,ICN,KWI,1521,1635,74,1227,1410,103,0,
2025-06-23,American Airlines,SFO,SIN,0246,0230,-16,0741,0748,7,0,
2025-05-02,Qatar Airways,DXB,FRA,1446,1442,-4,1802,1824,22,0,
2025-06-14,Singapore Airlines,PEK,SIN,0634,0718,44,0738,0838,60,0,
2025-06-26,British Airways,CDG,SFO,1945,1930,-15,0607,0547,-20,0,
2024-10-26,Emirates,LHR,CDG,0141,0338,117,1356,1617,141,0,
2024-12-30,British Airways,DOH,SYD,0731,0724,-7,0527,0548,21,0,
2025-03-18,Singapore Airlines,SFO,FRA,1725,1852,87,1828,2006,98,0,
2025-05-23,FlyDubai,SIN,LHR,1148,1153,5,1401,1357,-4,0,
2025-03-24,Etihad,ICN,SYD,1337,1330,-7,0532,0533,1,0,
2025-03-08,American Airlines,BKK,SFO,1300,1443,103,0912,1045,93,0,
2025-06-09,Lufthansa,CDG,SYD,0021,0040,19,2233,2254,21,0,
